14.03.2020,21.54,21.16,22.66,1011.16,1001.15,1012.63,41.85,36.48,54.9
15.03.2020,21.93,21.71,22.32,1005.44,1002.95,1009.04,38.22,35.85,41.23
16.03.2020,22.08,21.78,25.33,1009.44,1004.15,1015.99,38.05,31.57,49.04
17.03.2020,21.58,20.76,22.6,1019.66,1016.35,1021.24,39.48,37.37,45.68
18.03.2020,20.92,20.45,21.74,1017.48,1015.83,1019.37,39.81,35.68,43.98
19.03.2020,20.79,20.1,21.15,1016.02,1015.13,1016.87,41.22,36.84,45.31
20.03.2020,21.02,19.91,21.3,1016.75,1015.25,1019.07,40.35,36.71,42.05
21.03.2020,20.3,16.48,20.94,1018.99,1018.02,1020.56,32.65,23.65,37.35
