14.03.2020,22.75,20.86,23.57,1011.86,1009.85,1013.33,41.9,34.19,48.07
15.03.2020,22.98,22.15,23.67,1006.16,1003.67,1009.87,39.32,30.37,45.8
16.03.2020,22.86,22.16,23.51,1010.68,1004.85,1016.6,39.97,33.81,44.68
17.03.2020,23.05,22.39,23.99,1020.2,1017.01,1021.74,40.54,37.92,48.97
18.03.2020,22.74,22.24,23.49,1017.98,1016.22,1019.87,41.86,38.01,46.87
19.03.2020,22.85,21.51,24.0,1016.51,1015.62,1017.39,42.69,35.45,47.97
20.03.2020,22.83,20.73,23.55,1017.31,1015.75,1019.53,41.17,35.24,48.1
21.03.2020,22.36,21.56,23.05,1019.47,1018.5,1021.03,37.61,25.09,46.69
